ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,random,group,"Welcome, and thank you for participating!   For this study, you will be shown 10 pictures of anim...",What is your gender?,What is your age?,Do you hold a Bachelors or higher college degree?,77259789 54a97508 2c60 4295 8283 70a11748c541, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",M, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Bilby, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Wombatbat, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Enhanced 1383 1427218286 26, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Enhanced 20524 1427229682 12, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Haggis+are+animals+but+are+very+rare+in+scotland+and+ 441b7ca65f411893fc6f8790270b6aea, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Hqdefault, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",F5b2016710e6d75886d8fe92bf6c3b23, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",3344064508 6dfe6e195c b, ,"What is the name of this animal? If you don't know the animal's name, just type ""I don't know.""",Were the statistics that you were shown during this study helpful in identifying the various anim...,Thank you for participating!   The experiment you just participated in is not actually about iden...,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2zxchNPaT4M2oMr,Default Response Set,Anonymous,,,50.80.170.21,0,2015-08-03 07:41:00,2015-08-03 07:44:49,1,6d2de95c75b484cd7a5c0bd18aa658dd,strong,1,Male,30,No,1,1,Deer,1,1,jerboa,1,1,Possum,1,1,I don't know,1,1,Axolotl,1,1,Axolotl,1,1,Badger,1,1,Sun bear,1,1,Shark,1,1,Sea slug,"No, they were not helpful",1,37.218994140625,-93.317596435547,-1,
R_2qeFRJJgof3Vf8z,Default Response Set,Anonymous,,,68.189.159.74,0,2015-08-03 07:46:04,2015-08-03 07:50:09,1,c8714f686cecdd514db17e5ddc06225f,strong,1,Male,37,No,1,1,Apaca,1,1,Rabbit,1,1,Possum,1,1,Badger,1,1,Manatee,1,1,tadpole,1,1,Aardvark,1,1,Bear,1,1,eel,1,1,Squid,"Yes, they were helpful",1,34.832595825195,-82.455703735352,-1,
R_3sAefY59KekGa6b,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 07:59:34,2015-08-03 08:04:09,1,fa0ad8906c73a769c05f579d971fe717,strong,1,Female,57,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,badger,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,33.571701049805,-117.72889709473,-1,
R_C7j15wD59FVewsV,Default Response Set,Anonymous,,,173.71.74.239,0,2015-08-03 08:05:54,2015-08-03 08:09:09,1,6ebbde9007a89081f7db3d4ec74808cc,strong,1,Female,42,Yes,1,1,alpaca,1,1,i don't know,1,1,i don't know,1,1,bat,1,1,fish,1,1,tadpole,1,1,i don't know,1,1,sloth,1,1,eel,1,1,fish,"No, they were not helpful",1,40.238800048828,-74.698799133301,-1,
R_1HpEPwCUsam3TqY,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 08:13:20,2015-08-03 08:17:31,1,8bdd499eb5192bfe89e87db949df045c,strong,1,Female,38,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,33.571701049805,-117.72889709473,-1,
R_5aksx0ehmbsNHMt,Default Response Set,Anonymous,,,108.77.12.215,0,2015-08-03 08:34:04,2015-08-03 08:37:10,1,09809db4c14d29a1d29de402b3b0eeb5,strong,1,Male,19,No,1,1,idk,1,1,idk,1,1,idk,1,1,idk,1,1,idk,1,1,idk,1,1,idk,1,1,idk,1,1,eel,1,1,idk,"Yes, they were helpful",1,30.098297119141,-95.357002258301,-1,
R_OxHs9t3aEyWoZDX,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 09:11:00,2015-08-03 09:13:17,1,440ac5b4c9bb5dd38481539fbdbb4061,strong,1,Male,25,Yes,1,1,I don't know,1,1,Kangaroo Rat,1,1,I don't know,1,1,Wombat,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,I don't know,1,1,Primative shark thing discovered last year,1,1,I don't know,"No, they were not helpful",1,33.571701049805,-117.72889709473,-1,
R_pMjFAlVtvWDj3Tb,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 09:22:17,2015-08-03 09:24:50,1,3990cc5bc767f97dc1e44113397b4e46,strong,1,Female,34,Yes,1,1,I don't know,1,1,I don't know,1,1,possum,1,1,i don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,33.571701049805,-117.72889709473,-1,
R_2uvzoRFds5e2Iv6,Default Response Set,Anonymous,,,132.188.64.218,0,2015-08-03 09:12:05,2015-08-03 09:27:46,1,448ff1b42a0ad0f681ea92d289c604c0,strong,1,Male,25,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,37.973495483398,-122.53109741211,-1,
R_3Ry0Z1HysXncdgj,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 09:29:06,2015-08-03 09:32:27,1,72d40c259205297275c2319af20f9010,strong,1,Male,40,Yes,1,1,Lama,1,1,Mouse,1,1,Rat,1,1,Wolverine,1,1,fish,1,1,Fish,1,1,Other,1,1,Not Real,1,1,eel,1,1,I dont know,"Yes, they were helpful",1,33.571701049805,-117.72889709473,-1,
R_72vuJQ5AhacnrEt,Default Response Set,Anonymous,,,172.250.160.42,0,2015-08-03 09:26:23,2015-08-03 09:34:18,1,82f489bdf00d2cc56d6bcc9e84999948,strong,1,Female,52,No,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't ky,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't Know ,1,1,I don't know ,1,1,I don't Know ,"No, they were not helpful",1,34.048599243164,-117.01429748535,-1,
R_2PkfYs5zYV3beiA,Default Response Set,Anonymous,,,137.229.29.62,0,2015-08-03 09:31:04,2015-08-03 09:34:35,1,c937fb84d693d9a48424bac68194df48,strong,1,Male,53,Yes,1,1,opkai,1,1,kangaroo Rat,1,1,rat,1,1,Shrew,1,1,Newt,1,1,i dont know,1,1,Mole rat,1,1,Mayalsiuan Sun Bear,1,1,Moray eal,1,1,Salamander,"No, they were not helpful",1,64.837799072266,-147.71640014648,-1,
R_1l65tRmNMk2M4vx,Default Response Set,Anonymous,,,162.200.146.157,0,2015-08-03 10:02:13,2015-08-03 10:05:01,1,1af258cd2e8d44ac13685d4d4f994bbe,strong,1,Female,24,Yes,1,1,deer,1,1,mouse,1,1,rat,1,1,bat,1,1,salamander,1,1,salamander,1,1,badger,1,1,bear,1,1,fish,1,1,nudibranch,"Yes, they were helpful",1,36.971298217773,-121.98750305176,-1,
R_3LZOpW0xaa6tsZv,Default Response Set,Anonymous,,,23.243.193.110,0,2015-08-03 10:06:33,2015-08-03 10:09:09,1,7d60e24e7f33b4fa8ce3c8c7e9f8ba5e,strong,1,Male,20,No,1,1,Deer,1,1,I don't know,1,1,Mouse,1,1,Badger,1,1,Salamander,1,1,Salamander,1,1,Sloth,1,1,Bear,1,1,Eel,1,1,Urchin,"No, they were not helpful",1,33.711898803711,-117.34339904785,-1,
R_3LdStQbtQSayDkb,Default Response Set,Anonymous,,,50.184.20.231,0,2015-08-03 10:13:21,2015-08-03 10:17:21,1,aef8b68280add1b3dfd05f11ac7fe5ce,strong,1,Male,25,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.980895996094,-122.33319854736,-1,
R_3oTvHcNahonus1e,Default Response Set,Anonymous,,,98.240.157.255,0,2015-08-03 10:21:04,2015-08-03 10:24:30,1,b134bf6382f1c730c970b8520cb24560,strong,1,Female,62,No,1,1,Deer,1,1,I don't know,1,1,I don't know,1,1,Badger,1,1,Fish,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,45.010192871094,-93.342796325684,-1,
R_3ndTprc3WK7YxP8,Default Response Set,Anonymous,,,70.170.18.224,0,2015-08-03 10:33:06,2015-08-03 10:35:32,1,6eb73692e05f356407701d3258652025,strong,1,Male,28,No,1,1,I don't know,1,1,Mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Lizard,1,1,I don't know,1,1,sloth,1,1,eel,1,1,I don't know,"No, they were not helpful",1,36.198196411133,-115.31050109863,-1,
R_3oHmWjXgYw2M8cv,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 10:30:55,2015-08-03 10:37:13,1,911122ec2900ed0c385426a62a31d758,strong,1,Male,32,Yes,1,1,Alpaca,1,1,Kangaroo,1,1,Rat,1,1,Bat,1,1,Frog,1,1,Tadpole,1,1,Aardvark,1,1,Sloth,1,1,Fish,1,1,Fish,"Yes, they were helpful",1,33.571701049805,-117.72889709473,-1,
R_1K9ATWeCDHU2KIr,Default Response Set,Anonymous,,,45.50.141.177,0,2015-08-03 10:37:18,2015-08-03 10:40:41,1,6da43d1cdb5f25cd1d84596575f0915b,strong,1,Female,56,Yes,1,1,Other,1,1,Kangaroo rat,1,1,Possum,1,1,Other,1,1,Other,1,1,Other,1,1,Badger,1,1,Other,1,1,Other,1,1,Other,"No, they were not helpful",1,34.048599243164,-117.01429748535,-1,
R_2DXQ51RZivpgPX5,Default Response Set,Anonymous,,,73.158.224.254,0,2015-08-03 10:50:54,2015-08-03 10:52:39,1,a532f2f6ee9dd63e16841579855d7773,strong,1,Male,26,Yes,1,1,Deer,1,1,Mouse,1,1,Rat,1,1,Badger,1,1,Manatee,1,1,Tadpole,1,1,Badger,1,1,I don't know,1,1,Eel,1,1,Coral,"Yes, they were helpful",1,37.708999633789,-122.08850097656,-1,
R_28GPh5pGiW0kt7h,Default Response Set,Anonymous,,,73.1.137.2,0,2015-08-03 10:51:30,2015-08-03 10:53:40,1,c7ea9c3c77c716a452d617c76d2bd823,strong,1,Male,24,No,1,1,Deer,1,1,Rabbit,1,1,Possum,1,1,Wolverine,1,1,Fish,1,1,Fish,1,1,Meerkat,1,1,I don't know.,1,1,Eel,1,1,Shrimp,"Yes, they were helpful",1,26.595794677734,-80.129898071289,-1,
R_2qCKLRchWyTd59E,Default Response Set,Anonymous,,,72.23.176.243,0,2015-08-03 11:03:53,2015-08-03 11:07:15,1,22baeda5c40892838d8a14c6fc49f785,strong,1,Male,51,No,1,1,I don't know,1,1,Kangaroo mouse,1,1,I don't know,1,1,I don't know,1,1,salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,40.07600402832,-79.919403076172,-1,
R_8x2T6hiepOdfp29,Default Response Set,Anonymous,,,104.200.154.37,0,2015-08-03 12:09:24,2015-08-03 12:13:34,1,98f27642741f8662dcfe0f10e57d738c,strong,1,Female,59,Yes,1,1,Dik-dik,1,1,Mouse,1,1,Opossum,1,1,Wolverine,1,1,Water dog,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",1,47.542007446289,-122.31230163574,-1,
R_4Yhm0JzparHIdpf,Default Response Set,Anonymous,,,75.121.151.101,0,2015-08-03 12:53:11,2015-08-03 12:58:12,1,b68c153a957e97d8681cbd9477aa4cb7,strong,1,Female,40,Yes,1,1,I don't know,1,1,Mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,Sloth,1,1,Eel,1,1,I don't know,"Yes, they were helpful",1,42.341201782227,-88.113700866699,-1,
R_sb25zDKacndpUtP,Default Response Set,Anonymous,,,50.178.111.81,0,2015-08-03 13:04:57,2015-08-03 13:08:15,1,0b3e1e39464f1077d38432f86d004180,strong,1,Male,29,No,1,1,I don't know,1,1,Shrew,1,1,Shrew,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,Badger,1,1,I don't know,1,1,I don't know,1,1,Fish,"No, they were not helpful",1,41.802398681641,-87.930603027344,-1,
R_r0h1ErrMsOnqPNT,Default Response Set,Anonymous,,,24.32.206.171,0,2015-08-03 14:00:27,2015-08-03 14:05:13,1,b877f0087caae5f6b0dbd79dc9c82214,strong,1,Female,61,Yes,1,1,I don't know,1,1,I don't know,1,1,IDK,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,IDK,1,1,IDK,1,1,I don't know,"No, they were not helpful",1,39.036102294922,-120.8291015625,-1,
R_PXPUrj2uRoUvzVv,Default Response Set,Anonymous,,,136.152.142.188,0,2015-08-03 14:10:49,2015-08-03 14:13:18,1,116a3cf1ff6b8e09fd7e1fc3247ab2c4,strong,1,Female,26,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,lizard,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.866806030273,-122.25360107422,-1,
R_3rg81s8ewnHHZ7z,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 14:46:30,2015-08-03 14:49:31,1,df082e11acb33e6d8356103ff51e2b17,strong,1,Male,35,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",1,33.571701049805,-117.72889709473,-1,
R_3hFlM7tB1WzVPcH,Default Response Set,Anonymous,,,98.26.10.61,0,2015-08-03 15:07:07,2015-08-03 15:10:47,1,fa718d5a61b9ab7ffea1a7b6d0b12191,strong,1,Female,32,Yes,1,1,Liama ,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Fish,1,1,Muskrat ,1,1,Hairless Bear ,1,1,Eel ,1,1,Fish,"No, they were not helpful",1,35.889602661133,-78.92440032959,-1,
R_3m9rc81feeNSDfX,Default Response Set,Anonymous,,,99.126.128.183,0,2015-08-03 15:11:47,2015-08-03 15:15:47,1,732615b275fd1dbebec03b4f7893d907,strong,1,Male,40,No,1,1,Deer,1,1,Australian Mouse,1,1,Desert Possum,1,1,I don't know.,1,1,Axolotl,1,1,Lizard,1,1,Porcupine,1,1,Bear,1,1,Eel,1,1,I don't know.,"Yes, they were helpful",1,36.118896484375,-93.984001159668,-1,
R_3dRgbtWQmjOBfsL,Default Response Set,Anonymous,,,74.74.177.129,0,2015-08-03 15:15:04,2015-08-03 15:22:59,1,2b8a669b2227aefeb9eb14b712c92958,strong,1,Female,32,Yes,1,1,deer,1,1,kangaroo mouse,1,1,I don't know,1,1,other,1,1,salamander ,1,1,salamander ,1,1,I don't know,1,1,bear,1,1,other,1,1,salamander,"No, they were not helpful",1,43.129898071289,-77.608200073242,-1,
R_1ffvBCcncg1f1Tv,Default Response Set,Anonymous,,,206.74.137.60,0,2015-08-03 15:49:58,2015-08-03 15:53:55,1,fb9eb5733e34e16889e908f6b721ea7d,strong,1,Male,37,No,1,1,Alpaca,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,Sloth,1,1,Eel,1,1,I don't know,"Yes, they were helpful",1,34.242294311523,-82.678901672363,-1,
R_1FLo8D7kG05YSlX,Default Response Set,Anonymous,,,70.211.8.239,0,2015-08-03 16:01:28,2015-08-03 16:04:04,1,e49bee9fc997b42e9549bc26d12d651f,strong,1,Female,39,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,Sloth,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,33.200393676758,-117.29069519043,-1,
R_1SLAEpyAirJzi8N,Default Response Set,Anonymous,,,50.4.226.225,0,2015-08-03 16:26:00,2015-08-03 16:37:18,1,6f397347c2320a502e412342fbb79bb8,strong,1,Female,29,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Newt,1,1,I don't know.,1,1,Brown bear,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,39.921295166016,-83.033096313477,-1,
R_27KKqPh9xsO5ZLf,Default Response Set,Anonymous,,,216.164.160.75,0,2015-08-03 17:48:40,2015-08-03 17:53:57,1,da3bb06bb774aecd75dfacbfa5aaab3b,strong,1,Male,27,No,1,1,alpaca,1,1,mouse,1,1,possum,1,1,wolverine,1,1,fish,1,1,tadpole,1,1,badger,1,1,sloth,1,1,eel,1,1,fish,"Yes, they were helpful",1,40.753005981445,-75.306198120117,-1,
R_3hcoJ6HmO8fwUga,Default Response Set,Anonymous,,,69.193.71.66,0,2015-08-03 18:26:50,2015-08-03 18:30:45,1,2bb7251c01fe6f3b2331222ebf4c3e17,strong,1,Female,42,No,1,1,i dont know,1,1,mouse,1,1,possum,1,1,wolverine,1,1,fish,1,1,lizard,1,1,i dont know,1,1,sloth,1,1,whale,1,1,fish,"Yes, they were helpful",1,43.887603759766,-70.35050201416,-1,
R_1Gy453MQ78QKRnj,Default Response Set,Anonymous,,,162.198.166.54,0,2015-08-03 19:54:31,2015-08-03 19:58:08,1,7346983d8fee1c99699a51a2569929d4,strong,1,Female,63,Yes,1,1,I don't know,1,1,kangaroo mouse,1,1,I don't know,1,1,Tasmanian Devil,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,shark,1,1,I don't know,"No, they were not helpful",1,37.968505859375,-84.146003723145,-1,
R_12in4jGxqrJqlxU,Default Response Set,Anonymous,,,173.174.118.71,0,2015-08-03 21:48:40,2015-08-03 21:53:26,1,48ead33d5bbedce2b7e5de17b73983e3,strong,1,Male,34,Yes,1,1,deer,1,1,desert mouse,1,1,other,1,1,wolverine,1,1,manatee,1,1,lizard,1,1,other,1,1,other,1,1,eel,1,1,fish,"Yes, they were helpful",1,30.384002685547,-97.707298278809,-1,
R_0oKOexzmQaOY0tX,Default Response Set,Anonymous,,,104.174.24.114,0,2015-08-03 22:48:07,2015-08-03 22:52:48,1,2f6f1fb9f0062c475af2c51ce6c265a2,strong,1,Male,31,Yes,1,1,drawf deer,1,1,mouse,1,1,mouse,1,1,badger,1,1,Fish on drugs,1,1,tadpole,1,1,Fancy pig,1,1,sloth,1,1,eel,1,1,deep sea fish,"Yes, they were helpful",1,33.71989440918,-117.90319824219,-1,
R_3L1pVHd4MRhV6n9,Default Response Set,Anonymous,,,73.186.243.86,0,2015-08-04 06:30:22,2015-08-04 06:33:32,1,e6c686efe2c7e6828957303294fae466,strong,1,Female,35,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,42.428100585938,-71.05460357666,-1,
R_40dZhybo6qVyLYZ,Default Response Set,Anonymous,,,68.36.115.70,0,2015-08-04 06:50:34,2015-08-04 06:53:01,1,fb6af666a790c16f5e929887f0f308d8,strong,1,Male,25,No,1,1,alpacca,1,1,rabbit,1,1,possum,1,1,wombat,1,1,fish,1,1,fish,1,1,i dont know,1,1,bear,1,1,eel,1,1,other,"Yes, they were helpful",1,42.866394042969,-85.663497924805,-1,
R_3JJKXpX4VwxbywI,Default Response Set,Anonymous,,,24.192.233.144,0,2015-08-04 07:26:17,2015-08-04 07:31:04,1,b804b9e2faa1c0a3ac1e262b46dbcef5,strong,1,Male,64,No,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,1,1,Don't know ,"No, they were not helpful",1,42.50959777832,-82.936096191406,-1,
R_6infQkygL8gllZf,Default Response Set,Anonymous,,,128.196.97.48,0,2015-08-04 08:45:28,2015-08-04 08:49:21,1,29363e1c02b727cacc52e5895374f811,strong,1,Female,33,Yes,1,1,I don't know. ,1,1,Kangaroo Rat,1,1,I don't know. ,1,1,I don't know.,1,1,I don't know. ,1,1,I don't know.,1,1,I don't know.,1,1,Bear,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,32.233795166016,-110.94999694824,-1,
R_3KoV2h8RJtPS1xB,Default Response Set,Anonymous,,,67.165.87.17,0,2015-08-04 10:11:56,2015-08-04 10:16:39,1,0763f2afc9ca609f1892e3ca663860ce,strong,1,Male,35,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Wolverine,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,I don't know,1,1,Manatee,1,1,I don't know,"No, they were not helpful",1,40.430999755859,-79.922698974609,-1,
R_AmIqA5NNxhBQw1P,Default Response Set,Anonymous,,,174.100.8.39,0,2015-08-04 11:42:00,2015-08-04 11:44:39,1,8825d4aee7fb7a28b85028a323deeb0e,strong,1,Male,37,No,1,1,Alpaca,1,1,I don't know,1,1,Possum,1,1,I don't know,1,1,I don't know,1,1,Lizard,1,1,Badger,1,1,Sloth,1,1,eel,1,1,I don't know,"No, they were not helpful",1,42.173202514648,-79.984001159668,-1,
R_3ixonoNEXg7kysg,Default Response Set,Anonymous,,,71.237.251.170,0,2015-08-05 14:42:10,2015-08-05 14:44:36,1,096e6434d8d850872337951cba035cd2,strong,1,Male,51,No,1,1,alpaca,1,1,mouse,1,1,possum,1,1,wolverine,1,1,other,1,1,I don't know,1,1,badger,1,1,sloth,1,1,I don't know,1,1,other,"Yes, they were helpful",1,45.411407470703,-122.72399902344,-1,
R_73Tx2xwzdUusldr,Default Response Set,Anonymous,,,122.174.77.252,0,2015-08-06 04:44:05,2015-08-06 05:21:06,1,65222962dc258ccd5f48909280258728,strong,1,Male,46,Yes,1,1,Alpaca,1,1,Mouse,1,1,Rat,1,1,Porcupine,1,1,I don't know,1,1,Other,1,1,Badger,1,1,I don't know.,1,1,I don't know,1,1,Coral,"Yes, they were helpful",1,9.9333038330078,78.11669921875,-1,
R_1f0LDD2XhNLHSUq,Default Response Set,Anonymous,,,70.209.201.207,0,2015-08-06 13:48:23,2015-08-06 13:53:15,1,4d1e21dbac24aaac6d03141a8634b633,strong,1,Female,43,Yes,1,1,I don't know ,1,1,I. Don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,"No, they were not helpful",1,33.9375,-117.23059844971,-1,
R_1l4Y2xrXAlLzcVt,Default Response Set,Anonymous,,,24.7.99.193,0,2015-08-06 16:09:48,2015-08-06 16:13:32,1,b9c5fda291d6b7cb3ccd8a11064594a7,strong,1,Male,25,Yes,1,1,I don't know,1,1,Kangaroo mouse,1,1,Possum,1,1,I don't know,1,1,I don't know,1,1,Lizard,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.980895996094,-122.33319854736,-1,
R_cO6w6ji0wTTAEOF,Default Response Set,Anonymous,,,136.152.142.146,0,2015-08-06 18:01:38,2015-08-06 18:04:32,1,0ab10e64cc34e24d201161aa6ef1eaa2,strong,1,Male,30,Yes,1,1,Deer,1,1,Rat,1,1,I dont know,1,1,Wolverine,1,1,Salamander,1,1,Salamander,1,1,Badger,1,1,Bear,1,1,Eel,1,1,Other,"No, they were not helpful",1,37.866806030273,-122.25360107422,-1,
R_3Lcqpu5aHRIPnNU,Default Response Set,Anonymous,,,67.253.30.176,0,2015-08-07 03:43:16,2015-08-07 03:47:39,1,1ada9d1f41e7d82b6521a8078e540e4f,strong,1,Female,35,Yes,1,1,woburn,1,1,rat,1,1,possum,1,1,wolverine,1,1,mud puppy,1,1,fish,1,1,wild haggis,1,1,bear,1,1,whitefish,1,1,fish,"No, they were not helpful",1,46.688507080078,-67.991096496582,-1,
R_1msc14a6ABzlQNc,Default Response Set,Anonymous,,,24.149.107.214,0,2015-08-07 09:11:06,2015-08-07 09:12:46,1,debc31480a40131bf7d76e9bc6998d30,strong,1,Female,31,No,1,1,DEER,1,1,MOUSE,1,1,RAT,1,1,BAT,1,1,SALAMANDER,1,1,SALAMANDER,1,1,BADGER,1,1,BEAR,1,1,FISH,1,1,URCHIN,"Yes, they were helpful",1,37.103500366211,-80.420700073242,-1,
R_3GeQv2EzrehKV6W,Default Response Set,Anonymous,,,108.77.226.33,0,2015-08-08 18:36:54,2015-08-08 18:39:32,1,b7e834b31ec11cd759a3129a394272aa,strong,1,Female,23,No,1,1,deer,1,1,I don't know.,1,1,possum,1,1,wolverine,1,1,I don't know.,1,1,lizard,1,1,I don't know.,1,1,I don't know.,1,1,eel,1,1,I don't know,"No, they were not helpful",1,34.147003173828,-118.13919830322,-1,
R_XunbcsbsDocaCad,Default Response Set,Anonymous,,,107.214.208.205,0,2015-08-09 17:43:07,2015-08-09 17:45:08,1,93094efb6e0c3d702474dba5876ee48f,strong,1,Male,39,Yes,1,1,Alpaca,1,1,Mabbit,1,1,Possum,1,1,Badger,1,1,Fish,1,1,Newt,1,1,Badger,1,1,Ant Eater,1,1,Eel,1,1,Spider Fish,"Yes, they were helpful",1,34.126800537109,-84.573997497559,-1,
R_qU5HYUeql0dV5g5,Default Response Set,Anonymous,,,75.148.160.117,0,2015-08-09 20:31:36,2015-08-09 20:34:22,1,60f56ba67f05cf6f72350d09929429ba,strong,1,Male,29,Yes,1,1,alpaca,1,1,mouse,1,1,dingo,1,1,wolverine,1,1,manatee,1,1,tadpole,1,1,badger,1,1,sloth,1,1,eel,1,1,coral,"Yes, they were helpful",1,29.065505981445,-95.382797241211,-1,
R_3NEs8HeWvxPyQ1G,Default Response Set,Anonymous,,,76.90.177.26,0,2015-08-02 22:43:26,2015-08-02 22:44:14,0,885fbf806a6303d9d085661d488404d6,strong,1,Male,35,Yes,1,1,Deer,,,,,,,,,,,,,,,,,,,1,1,Elephant ,1,1,Eel,,,,,,,,-1,
R_3nHke4jO777f4Z0,Default Response Set,Anonymous,,,75.111.21.232,0,2015-08-03 08:29:10,2015-08-03 08:29:19,0,6f7e8578d7451e09bce5ab789b3df826,strong,1,Male,31,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_UWpNu38SoC9eMJX,Default Response Set,Anonymous,,,67.169.122.81,0,2015-08-02 21:58:27,2015-08-02 22:01:00,0,390c775d74b503ede84fa3ff0d950312,strong,1,Male,31,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",,,,-1,
R_2bT5vXxrae6AZvb,Default Response Set,Anonymous,,,24.6.134.171,0,2015-08-02 22:25:58,2015-08-02 22:28:25,0,c0ed43bdd8c40b97c4830c27b6c1deac,strong,1,Female,40,Yes,1,1,Alpaca,1,1,Rat,,,,1,1,Badger,1,1,I don't know,1,1,Tadpole ,1,1,Aardvark ,1,1,Other,1,1,Fish,,,,,,,,-1,
